EmpId,EmpCounty
1108,Cuba
1109,Monaco
1110,Kuwait
1111,Yugoslavia
1112,Puerto Rico
1113,Cayman Islands
1114,Benin
1115,Mayotte
1116,Morocco
1117,Virgin Islands (U.S.)
1118,Czech Republic
1119,Christmas Island
1120,Djibouti
1121,Nepal
1122,Lebanon
1123,New Zealand
1124,Colombia
1125,Guam
1126,Tajikistan
1127,Honduras
1128,East Timor
1129,San Marino
1130,Belarus
1131,Thailand
1132,Kiribati
1133,Canada
1134,United Kingdom
1135,Gibraltar
1136,Slovenia
1137,Maldives
1138,Antarctica
1139,Suriname
1140,Liberia
1141,Faroe Islands
1142,Malaysia
1143,Gabon
1144,New Zealand
1145,Cayman Islands
1146,Swaziland
1147,Kuwait
1148,French Polynesia
1149,Benin
1150,Nepal
1151,Pitcairn
1152,Switzerland
1153,Sudan
1154,Bahrain
1155,Uzbekistan
1156,Syrian Arab Republic
1157,French S. Territories
1158,Gibraltar
1159,Uganda
1160,Cote D`ivoire
1161,Romania
1162,Mozambique
1163,Martinique
1164,Cambodia
1165,Niger
1166,Namibia
1167,Maldives
1168,Oman
1169,Bolivia
1170,Gambia
1171,Morocco
1172,Austria
1173,Swaziland
1174,Brazil
1175,Papua New Guinea
1176,Mozambique
1177,Turkey
1178,Martinique
1179,Kenya
1180,Qatar
1181,Georgia
1182,Mexico
1183,Hungary
1184,Oman
1185,Niue
1186,Iraq
1187,Bulgaria
1188,Belarus
1189,Seychelles
1190,Jordan
1191,Rwanda
1192,Gambia
1193,Myanmar
1194,Cambodia
1195,United Kingdom
1196,Saint Lucia
1197,Switzerland
1198,Uruguay
1199,Mali
1200,Taiwan
1201,Rwanda
1202,Yemen
1203,Panama
1204,Turkmenistan
1205,Tonga
1206,Cameroon
1207,Turkey
1208,Niue
1209,Somalia
1210,Bahrain
1211,Sri Lanka
1212,Brazil
1213,Japan
1214,Zambia
1215,Lebanon
1216,St. Helena
1217,Brunei Darussalam
1218,Chile
1219,Brazil
1220,St. Helena
1221,Nicaragua
1222,Georgia
1223,Libya
1224,Maldives
1225,Egypt
1226,Denmark
1227,Malta
1228,Northern Mariana Islands
1229,Mexico
1230,Namibia
1231,Sao Tome
1232,Saudi Arabia
1233,Lesotho
1234,Iran
1235,Gambia
1236,Mexico
1237,Korea (South)
1238,Faroe Islands
1239,Mongolia
1240,Myanmar
1241,Montserrat
1242,Zaire
1243,Northern Mariana Islands
1244,Taiwan
1245,Bahamas
1246,Kenya
1247,Barbados
1248,Georgia
1249,Slovakia
1250,Slovakia
1251,Malta
1252,Italy
1253,Uganda
1254,El Salvador
1255,Chile
1256,Micronesia
1257,Liechtenstein
1258,French S. Territories
1259,El Salvador
1260,Georgia
1261,Gibraltar
1262,Sweden
1263,Mali
1264,Nepal
1265,St.Pierre
1266,Guyana
1267,Spain
1268,Romania
1269,Sao Tome
1270,Bhutan
1271,Kazakhstan
1272,Bhutan
1273,Angola
1274,Netherlands Antilles
1275,Spain
1276,Madagascar
1277,Romania
1278,India
1279,Denmark
1280,Angola
1281,East Timor
1282,Pitcairn
1283,Comoros
1284,St. Helena
1285,Slovenia
1286,Lithuania
1287,Macedonia
1288,Philippines
1289,New Caledonia
1290,Sri Lanka
1291,Qatar
1292,Albania
1293,Zimbabwe
1294,Iraq
1295,Vanuatu
1296,Hong Kong
1297,Philippines
1298,Grenada
1299,Morocco
1300,Uruguay
1301,Tokelau
1302,Cambodia
1303,Andorra
1304,Barbados
1305,Russian Federation
1306,Croatia
1307,Nepal
1308,Iran
1309,Virgin Islands (British)
1310,Greenland
1311,Oman
1312,Turkmenistan
1313,Central African Rep
1314,United Kingdom
1315,Paraguay
1316,Fiji
1317,Trinidad And Tobago
1318,Finland
1319,Netherlands
1320,Gabon
1321,United Kingdom
1322,Bhutan
1323,Korea (South)
1324,Falkland Islands (Malvinas)
1325,Qatar
1326,Nicaragua
1327,Faroe Islands
1328,Tonga
1329,Sao Tome
1330,Peru
1331,Antigua And Barbuda
1332,Liberia
1333,Namibia
1334,Jordan
1335,Swaziland
1336,Syrian Arab Republic
1337,Antigua And Barbuda
1338,Falkland Islands (Malvinas)
1339,Hong Kong
1340,Panama
1341,Dominican Republic
1342,Maldives
1343,Anguilla
1344,Netherlands Antilles
1345,Cyprus
1346,Cambodia
1347,Sao Tome
1348,Guatemala
1349,Rwanda
1350,Saint Kitts And Nevis
1351,Germany
1352,Indonesia
1353,Afghanistan
1354,Montserrat
1355,Denmark
1356,Taiwan
1357,Saint Lucia
1358,Uzbekistan
1359,Singapore
1360,South Africa
1361,Moldova
1362,Bulgaria
1363,Yemen
1364,Bhutan
1365,Nigeria
1366,Switzerland
1367,Georgia
1368,Namibia
1369,Angola
1370,Niger
1371,Yugoslavia
1372,Cote D`ivoire
1373,Zimbabwe
1374,Bouvet Island
1375,Greenland
1376,Armenia
1377,Zambia
1378,Barbados
1379,Macedonia
1380,Germany
1381,Sierra Leone
1382,Czech Republic
1383,Turkey
1384,Cameroon
1385,Marshall Islands
1386,Cape Verde
1387,Uzbekistan
1388,Russian Federation
1389,Tanzania
1390,Pitcairn
1391,Afghanistan
1392,Iran
1393,Somalia
1394,Croatia
1395,Gambia
1396,Russian Federation
1397,Trinidad And Tobago
1398,San Marino
1399,Reunion
1400,Virgin Islands (British)
1401,Aruba
1402,Estonia
1403,Virgin Islands (U.S.)
1404,Algeria
1405,Estonia
1406,San Marino
1407,Kiribati
1408,Belarus
1409,Kuwait
1410,Belize
1411,Panama
1412,Lesotho
1413,Cayman Islands
1414,Philippines
1415,Jordan
1416,San Marino
1417,Suriname
1418,Central African Rep
1419,Monaco
1420,Virgin Islands (U.S.)
1421,Equatorial Guinea
1422,Reunion
1423,Falkland Islands (Malvinas)
1424,Georgia
1425,Guyana
1426,Vanuatu
1427,Burkina Faso
1428,Uganda
1429,Equatorial Guinea
1430,Syrian Arab Republic
1431,Pitcairn
1432,Bermuda
1433,New Caledonia
1434,Seychelles
1435,Solomon Islands
1436,Nigeria
1437,Bhutan
1438,Gibraltar
1439,Saudi Arabia
1440,Azerbaijan
1441,United Kingdom
1442,French S. Territories
1443,Bermuda
1444,Northern Mariana Islands
1445,Czech Republic
1446,Benin
1447,Falkland Islands (Malvinas)
1448,Canada
1449,Haiti
1450,Slovakia
1451,Armenia
1452,Palau
1453,Aruba
1454,El Salvador
1455,Namibia
1456,Greenland
1457,Comoros
1458,Reunion
1459,Guadeloupe
1460,Azerbaijan
1461,Peru
1462,Bermuda
1463,Aruba
1464,Trinidad And Tobago
1465,Netherlands Antilles
1466,Greece
1467,Seychelles
1468,Liechtenstein
1469,Denmark
1470,Costa Rica
1471,Honduras
1472,Grenada
1473,Romania
1474,Slovenia
1475,Sao Tome
1476,Korea (North)
1477,Romania
1478,New Zealand
1479,St Vincent/Grenadines
1480,Papua New Guinea
1481,Aruba
1482,Australia
1483,Canada
1484,Costa Rica
1485,United Kingdom
1486,Bulgaria
1487,Mauritania
1488,Argentina
1489,Morocco
1490,Guinea-bissau
1491,Christmas Island
1492,Micronesia
1493,United Arab Emirates
1494,Belize
1495,Jordan
1496,Portugal
1497,Vatican City State
1498,Sudan
1499,Bahamas
1500,Macau
1501,Italy
1502,Laos
1503,Benin
1504,Cyprus
1505,Brazil
1506,Gabon
1507,Slovenia
1508,Korea (South)
1509,Togo
1510,Uganda
1511,Afghanistan
1512,Dominican Republic
1513,Ireland
1514,Liberia
1515,Bolivia
1516,Macedonia
1517,Cocos Islands
1518,Ireland
1519,Anguilla
1520,Yugoslavia
1521,Benin
1522,Sweden
1523,Comoros
1524,Tuvalu
1525,Poland
1526,Gibraltar
1527,Bouvet Island
1528,Denmark
1529,Malta
1530,Sweden
1531,Tunisia
1532,Poland
1533,Uganda
1534,American Samoa
1535,Iran
1536,Slovakia
1537,Gambia
1538,Bahamas
1539,Laos
1540,Tajikistan
1541,New Zealand
1542,French Guiana
1543,Norway
1544,Viet Nam
1545,Ireland
1546,Tuvalu
1547,Chile
1548,Burkina Faso
1549,Canada
1550,Belize
1551,Solomon Islands
1552,Mayotte
1553,Croatia
1554,Cuba
1555,Australia
1556,French S. Territories
1557,Lithuania
1558,Congo
1559,Dominican Republic
1560,Montserrat
1561,Christmas Island
1562,Bahrain
1563,St Vincent/Grenadines
1564,New Caledonia
1565,El Salvador
1566,Costa Rica
1567,Viet Nam
1568,Greenland
1569,South Africa
1570,French Polynesia
1571,Antarctica
1572,Uganda
1573,Qatar
1574,Dominican Republic
1575,Northern Mariana Islands
1576,Paraguay
1577,Portugal
1578,Swaziland
1579,Costa Rica
1580,Bangladesh
1581,Cocos Islands
1582,Virgin Islands (U.S.)
1583,Pakistan
1584,Burkina Faso
1585,Mozambique
1586,Marshall Islands
1587,Zambia
1588,Iran
1589,Yugoslavia
1590,Greece
1591,Chad
1592,Tajikistan
1593,Latvia
1594,Uganda
1595,Liberia
1596,Tuvalu
1597,Tunisia
1598,Monaco
1599,Malta
1600,Zambia
1601,Singapore
1602,Malawi
1603,Tonga
1604,Venezuela
1605,Virgin Islands (British)
1606,Georgia
1607,Anguilla
1608,Iraq
1609,Yugoslavia
1610,Germany
1611,American Samoa
1612,Nepal
1613,Martinique
1614,Moldova
1615,Norfolk Island
1616,Tanzania
1617,Aruba
1618,Trinidad And Tobago
1619,Palau
1620,Comoros
1621,Barbados
1622,Kuwait
1623,Cocos Islands
1624,Somalia
1625,Afghanistan
1626,Martinique
1627,Anguilla
1628,Madagascar
1629,Jordan
1630,Poland
1631,Yemen
1632,United Arab Emirates
1633,Dominican Republic
1634,Faroe Islands
1635,Spain
1636,Montserrat
1637,Rwanda
1638,Uganda
1639,Luxembourg
1640,Iraq
1641,United Arab Emirates
1642,Argentina
1643,Grenada
1644,Cook Islands
1645,Guyana
1646,Slovenia
1647,Burundi
1648,United Kingdom
1649,Slovakia
1650,Senegal
1651,Congo
1652,Azerbaijan
1653,Mayotte
1654,United Kingdom
1655,Haiti
1656,Benin
1657,Kenya
1658,Benin
1659,Solomon Islands
1660,Mozambique
1661,Samoa
1662,Aruba
1663,Nepal
1664,Ukraine
1665,Ethiopia
1666,Nepal
1667,American Samoa
1668,Northern Mariana Islands
1669,Uganda
1670,Kyrgyzstan
1671,Maldives
1672,Guinea
1673,Gabon
1674,Ecuador
1675,Argentina
1676,Norfolk Island
1677,Cocos Islands
1678,Hungary
1679,American Samoa
1680,Gabon
1681,Guinea-bissau
1682,Rwanda
1683,Rwanda
1684,Monaco
1685,Latvia
1686,Reunion
1687,Denmark
1688,Zaire
1689,Mayotte
1690,Australia
1691,Togo
1692,Finland
1693,Mexico
1694,Spain
1695,Iceland
1696,Slovenia
1697,Afghanistan
1698,Fiji
1699,Norfolk Island
1700,Haiti
1701,Lebanon
1702,Grenada
1703,Latvia
1704,Russian Federation
1705,Northern Mariana Islands
1706,Cuba
1707,Cook Islands
1708,Egypt
1709,Northern Mariana Islands
1710,Hungary
1711,Togo
1712,New Caledonia
1713,France
1714,San Marino
1715,New Zealand
1716,Indonesia
1717,Kiribati
1718,Bouvet Island
1719,Saint Kitts And Nevis
1720,Iran
1721,Iceland
1722,Taiwan
1723,Mauritius
1724,Israel
1725,Yugoslavia
1726,Trinidad And Tobago
1727,Kenya
1728,Virgin Islands (U.S.)
1729,Saudi Arabia
1730,Gambia
1731,Iceland
1732,Colombia
1733,Gibraltar
1734,Myanmar
1735,Zambia
1736,Kenya
1737,Greece
1738,Martinique
1739,Anguilla
1740,Bangladesh
1741,Kazakhstan
1742,Kazakhstan
1743,Micronesia
1744,Colombia
1745,South Africa
1746,Lebanon
1747,Laos
1748,Vanuatu
1749,Tuvalu
1750,Denmark
1751,Ethiopia
1752,Palau
1753,Lebanon
1754,Haiti
1755,Saint Lucia
1756,Brunei Darussalam
1757,San Marino
1758,Cook Islands
1759,Ghana
1760,Romania
1761,Egypt
1762,Estonia
1763,Niger
1764,Saint Kitts And Nevis
1765,Chile
1766,Benin
1767,Madagascar
1768,Uzbekistan
1769,El Salvador
1770,Mauritania
1771,Bhutan
1772,Cayman Islands
1773,Tanzania
1774,Virgin Islands (British)
1775,Romania
1776,Armenia
1777,Bosnia And Herzegowina
1778,Albania
1779,Liberia
1780,Poland
1781,Pakistan
1782,Greenland
1783,Georgia
1784,Iran
1785,Antarctica
1786,Vanuatu
1787,Niue
1788,Albania
1789,Macedonia
1790,Marshall Islands
1791,South Africa
1792,Anguilla
1793,Kuwait
1794,Canada
1795,Tokelau
1796,Gabon
1797,Namibia
1798,Costa Rica
1799,Germany
1800,New Caledonia
1801,Andorra
1802,Algeria
1803,Italy
1804,Solomon Islands
1805,Greenland
1806,Sao Tome
1807,Bulgaria
1808,Macedonia
1809,Sweden
1810,Martinique
1811,Macedonia
1812,Dominican Republic
1813,Kazakhstan
1814,Mauritania
1815,Antigua And Barbuda
1816,Bouvet Island
1817,Austria
1818,United States
1819,Lebanon
1820,Armenia
1821,Denmark
1822,Gibraltar
1823,Austria
1824,Mali
1825,Malta
1826,El Salvador
1827,Libya
1828,Senegal
1829,Egypt
1830,Honduras
1831,Ireland
1832,Sao Tome
1833,Comoros
1834,Estonia
1835,Tunisia
1836,Thailand
1837,Slovenia
1838,Netherlands
1839,Sierra Leone
1840,Mozambique
1841,Tunisia
1842,French Guiana
1843,Bahrain
1844,Ukraine
1845,American Samoa
1846,Sierra Leone
1847,Kazakhstan
1848,Burkina Faso
1849,French Polynesia
1850,Zambia
1851,Sudan
1852,Anguilla
1853,Martinique
1854,Norfolk Island
1855,Cape Verde
1856,Gambia
1857,Liechtenstein
1858,Syrian Arab Republic
1859,Grenada
1860,Bermuda
1861,Tonga
1862,Philippines
1863,Bahamas
1864,Estonia
1865,Reunion
1866,Cyprus
1867,Guadeloupe
1868,Aruba
1869,Switzerland
1870,Czech Republic
1871,Ethiopia
1872,Macau
1873,Finland
1874,Guinea-bissau
1875,Trinidad And Tobago
1876,Bahamas
1877,Barbados
1878,Cote D`ivoire
1879,Yemen
1880,Aruba
1881,Sweden
1882,Turkey
1883,Cayman Islands
1884,Antarctica
1885,Nigeria
1886,San Marino
1887,New Caledonia
1888,Oman
1889,Cape Verde
1890,Bouvet Island
1891,Tonga
1892,Cuba
1893,Togo
1894,Bangladesh
1895,Maldives
1896,Cook Islands
1897,Brunei Darussalam
1898,American Samoa
1899,Djibouti
1900,Mozambique
1901,Christmas Island
1902,Burundi
1903,Brazil
1904,Korea (North)
1905,Nepal
1906,Aruba
1907,St. Helena
1908,Philippines
1909,French Guiana
1910,Mauritius
1911,Norfolk Island
1912,Laos
1913,Mongolia
1914,Trinidad And Tobago
1915,Saudi Arabia
1916,Mexico
1917,Nepal
1918,Hong Kong
1919,Grenada
1920,Nepal
1921,Tonga
1922,Barbados
1923,Turkmenistan
1924,Montserrat
1925,Finland
1926,Bangladesh
1927,Viet Nam
1928,Italy
1929,Yemen
1930,Botswana
1931,Guinea-bissau
1932,Marshall Islands
1933,Guatemala
1934,Tanzania
1935,Philippines
1936,Gabon
1937,Micronesia
1938,Portugal
1939,St.Pierre
1940,Ghana
1941,Ukraine
1942,Philippines
1943,Belarus
1944,Ireland
1945,Afghanistan
1946,Belgium
1947,Anguilla
1948,Falkland Islands (Malvinas)
1949,Singapore
1950,Haiti
1951,Australia
1952,Maldives
1953,Samoa
1954,Cote D`ivoire
1955,Falkland Islands (Malvinas)
1956,Guam
1957,Guadeloupe
1958,Luxembourg
1959,Oman
1960,Dominica
1961,San Marino
1962,Maldives
1963,Angola
1964,Jordan
1965,Djibouti
1966,Northern Mariana Islands
1967,Iran
1968,Hungary
1969,Cameroon
1970,Saint Lucia
1971,Eritrea
1972,Reunion
1973,Korea (South)
1974,Poland
1975,Yemen
1976,Mauritania
1977,Oman
1978,Nigeria
1979,Azerbaijan
1980,Ethiopia
1981,St. Helena
1982,Malaysia
1983,Luxembourg
1984,Morocco
1985,Cote D`ivoire
1986,Zaire
1987,Kuwait
1988,Afghanistan
1989,Iran
1990,Czech Republic
1991,United Arab Emirates
1992,Gabon
1993,France
1994,Belgium
1995,Azerbaijan
1996,Pakistan
1997,Pitcairn
1998,Reunion
1999,India
2000,Gambia
2001,Virgin Islands (British)
2002,Dominica
2003,Guam
2004,Zaire
2005,Gibraltar
2006,Brazil
2007,Russian Federation
2008,Mongolia
2009,Czech Republic
2010,Namibia
2011,Micronesia
2012,Slovakia
2013,Grenada
2014,Guadeloupe
2015,Suriname
2016,Nicaragua
2017,South Africa
2018,Pitcairn
2019,Nepal
2020,Philippines
2021,Hong Kong
2022,Haiti
2023,Faroe Islands
2024,Gabon
2025,Jamaica
2026,Singapore
2027,Fiji
2028,Guam
2029,Japan
2030,New Caledonia
2031,Ecuador
2032,Uruguay
2033,Benin
2034,Yugoslavia
2035,Guyana
2036,Palau
2037,Chad
2038,Saint Kitts And Nevis
2039,Niue
2040,Iraq
2041,Croatia
2042,Switzerland
2043,Portugal
2044,Cayman Islands
2045,Tuvalu
2046,Thailand
2047,Singapore
2048,Congo
2049,Zaire
2050,St Vincent/Grenadines
2051,Iceland
2052,Macau
2053,Kuwait
2054,Libya
2055,Pakistan
2056,Albania
2057,Niue
2058,Ecuador
2059,Yemen
2060,Chile
2061,Mongolia
2062,Cyprus
2063,St.Pierre
2064,Uzbekistan
2065,Senegal
2066,Lesotho
2067,Paraguay
2068,Lesotho
2069,Martinique
2070,Syrian Arab Republic
2071,Anguilla
2072,Tonga
2073,Saint Lucia
2074,Sri Lanka
2075,Northern Mariana Islands
2076,Samoa
2077,Guinea
2078,Cameroon
2079,Christmas Island
2080,Faroe Islands
2081,Jamaica
2082,Slovakia
2083,Singapore
2084,Guinea-bissau
2085,Tanzania
2086,United Kingdom
2087,Austria
2088,Pakistan
2089,Netherlands Antilles
2090,Uruguay
2091,Northern Mariana Islands
2092,Jamaica
2093,Micronesia
2094,Ghana
2095,Thailand
2096,Equatorial Guinea
2097,Bouvet Island
2098,Malaysia
2099,St.Pierre
2100,Aruba
2101,Cote D`ivoire
2102,Zambia
2103,Cameroon
2104,New Caledonia
2105,East Timor
2106,Equatorial Guinea
2107,Barbados
2108,St. Helena
2109,Venezuela
2110,Turkey
2111,El Salvador
2112,Croatia
2113,Guinea
2114,Iceland
2115,Bangladesh
2116,Belarus
2117,Somalia
2118,Viet Nam
2119,Mayotte
2120,Lebanon
2121,Australia
2122,Belarus
2123,Brazil
2124,Czech Republic
2125,Saint Kitts And Nevis
2126,Nepal
2127,Faroe Islands
2128,Cyprus
2129,Papua New Guinea
2130,Cayman Islands
2131,Andorra
2132,Antigua And Barbuda
2133,Sri Lanka
2134,Netherlands Antilles
2135,Botswana
2136,Germany
2137,Philippines
2138,Korea (North)
2139,Armenia
2140,Germany
2141,Virgin Islands (British)
2142,Lesotho
2143,Tanzania
2144,Vatican City State
2145,Andorra
2146,Dominica
2147,Bahrain
2148,Cyprus
2149,Bhutan
2150,Yemen
2151,Kazakhstan
2152,Malta
2153,India
2154,Belarus
2155,Netherlands
2156,Mongolia
2157,Burundi
2158,Romania
2159,Tokelau
2160,Gabon
2161,Kenya
2162,Brazil
2163,Morocco
2164,Malawi
2165,Korea (North)
2166,Djibouti
2167,Niue
2168,Ireland
2169,Saint Lucia
2170,Korea (South)
2171,Monaco
2172,Spain
2173,Yemen
2174,Congo
2175,Indonesia
2176,Greece
2177,Mauritius
2178,New Zealand
2179,Tanzania
2180,Argentina
2181,Aruba
2182,Guinea
2183,Fiji
2184,Greece
2185,Bolivia
2186,Luxembourg
2187,United States
2188,French Polynesia
2189,Vatican City State
2190,Chad
2191,Oman
2192,Togo
2193,Cayman Islands
2194,Sri Lanka
2195,Bhutan
2196,American Samoa
2197,Christmas Island
2198,Dominican Republic
2199,East Timor
2200,Botswana
2201,St.Pierre
2202,Spain
2203,Cote D`ivoire
2204,Fiji
2205,Luxembourg
2206,Lithuania
2207,Cambodia
2208,Zambia
2209,St Vincent/Grenadines
2210,Tokelau
2211,Libya
2212,Antigua And Barbuda
2213,France
2214,Colombia
2215,Chile
2216,Gibraltar
2217,Colombia
2218,Grenada
2219,Aruba
2220,Oman
2221,New Zealand
2222,Ghana
2223,Uganda
2224,Ecuador
2225,Zimbabwe
2226,Russian Federation
2227,Lesotho
2228,Uzbekistan
2229,Andorra
2230,Kazakhstan
2231,Switzerland
2232,Bahamas
2233,Mauritania
2234,Grenada
2235,Myanmar
2236,Falkland Islands (Malvinas)
2237,Poland
2238,Bouvet Island
2239,Kyrgyzstan
2240,Afghanistan
2241,Mauritius
2242,Senegal
2243,Djibouti
2244,United States
2245,Oman
2246,Tokelau
2247,Sao Tome
2248,Andorra
2249,Bangladesh
2250,Denmark
2251,Malta
2252,Yemen
2253,Dominica
2254,Cayman Islands
2255,China
2256,Argentina
2257,Sao Tome
2258,Israel
2259,Tanzania
2260,Somalia
2261,Ireland
2262,Latvia
2263,Canada
2264,Kenya
2265,Libya
2266,Morocco
2267,Norfolk Island
2268,St.Pierre
2269,Macedonia
2270,Korea (North)
2271,Montserrat
2272,Mauritius
2273,Korea (South)
2274,Nepal
2275,Antarctica
2276,Uruguay
2277,Anguilla
2278,Somalia
2279,Malta
2280,Armenia
2281,Andorra
2282,Syrian Arab Republic
2283,Lebanon
2284,Slovenia
2285,Luxembourg
2286,Czech Republic
2287,Egypt
2288,Afghanistan
2289,Mexico
2290,Palau
2291,St.Pierre
2292,Viet Nam
2293,Samoa
2294,Austria
2295,Luxembourg
2296,Hong Kong
2297,Saudi Arabia
2298,Costa Rica
2299,Antigua And Barbuda
2300,Northern Mariana Islands
2301,Sierra Leone
2302,Gabon
2303,Grenada
2304,Mauritania
2305,St Vincent/Grenadines
2306,Taiwan
2307,Colombia
2308,Marshall Islands
2309,Slovakia
2310,Cyprus
2311,Zaire
2312,Egypt
2313,Virgin Islands (U.S.)
2314,Burundi
2315,Solomon Islands
2316,Afghanistan
2317,Rwanda
2318,Haiti
2319,Luxembourg
2320,Congo
2321,Guyana
2322,Somalia
2323,Cambodia
2324,El Salvador
2325,Bangladesh
2326,China
2327,Anguilla
2328,Guatemala
2329,Myanmar
2330,Saint Lucia
2331,Falkland Islands (Malvinas)
2332,Spain
2333,Dominica
2334,Monaco
2335,Northern Mariana Islands
2336,Madagascar
2337,Hungary
2338,Lebanon
2339,Dominica
2340,Denmark
2341,Bosnia And Herzegowina
2342,Slovenia
2343,Sierra Leone
2344,Madagascar
2345,Oman
2346,Ecuador
2347,Grenada
2348,Botswana
2349,Cameroon
2350,Seychelles
2351,Nigeria
2352,Belgium
2353,Grenada
2354,Slovakia
2355,Pakistan
2356,Guadeloupe
2357,Nepal
2358,Micronesia
2359,Australia
2360,Burundi
2361,Samoa
2362,United Kingdom
2363,Burkina Faso
2364,Macau
2365,Japan
2366,Yemen
2367,Finland
2368,Ecuador
2369,Christmas Island
2370,Guyana
2371,Aruba
2372,Rwanda
2373,St.Pierre
2374,Liberia
2375,Burkina Faso
2376,Saint Lucia
2377,Russian Federation
2378,Greece
2379,French Guiana
2380,Guatemala
2381,Malawi
2382,Lebanon
2383,Zambia
2384,Myanmar
2385,Guinea-bissau
2386,Belize
2387,Panama
2388,Poland
2389,Viet Nam
2390,Italy
2391,Uzbekistan
2392,Fiji
2393,Sudan
2394,Sudan
2395,Bouvet Island
2396,Austria
2397,Colombia
2398,Cyprus
2399,Falkland Islands (Malvinas)
2400,Oman
2401,Dominican Republic
2402,Gambia
2403,Guam
2404,Viet Nam
2405,Somalia
2406,Taiwan
2407,Pitcairn
2408,Central African Rep
2409,Guam
2410,Yugoslavia
2411,Guadeloupe
2412,Spain
2413,Mauritius
2414,New Caledonia
2415,France
2416,Ethiopia
2417,Tuvalu
2418,Macedonia
2419,Gabon
2420,Malaysia
2421,Namibia
2422,Liechtenstein
2423,Philippines
2424,Dominica
2425,Nicaragua
2426,Liberia
2427,Suriname
2428,Seychelles
2429,Seychelles
2430,Philippines
2431,Qatar
2432,Barbados
2433,Singapore
2434,Dominica
2435,Congo
2436,Guam
2437,Mayotte
2438,United Kingdom
2439,American Samoa
2440,Papua New Guinea
2441,Bermuda
2442,Sao Tome
2443,Iceland
2444,Ethiopia
2445,Equatorial Guinea
2446,Bosnia And Herzegowina
2447,Grenada
2448,Grenada
2449,Virgin Islands (U.S.)
2450,Syrian Arab Republic
2451,Kuwait
2452,Eritrea
2453,Honduras
2454,Angola
2455,Kazakhstan
2456,Gambia
2457,United Arab Emirates
2458,Greenland
2459,Italy
2460,Canada
2461,Central African Rep
2462,Russian Federation
2463,Chile
2464,Micronesia
2465,Chad
2466,Bulgaria
2467,Armenia
2468,Greenland
2469,Maldives
2470,Seychelles
2471,Namibia
2472,Brunei Darussalam
2473,Turkey
2474,Virgin Islands (British)
2475,Antigua And Barbuda
2476,Belarus
2477,Paraguay
2478,Armenia
2479,Albania
2480,Malaysia
2481,Mali
2482,Cocos Islands
2483,Oman
2484,Guinea-bissau
2485,Egypt
2486,Dominica
2487,Italy
2488,Paraguay
2489,Lithuania
2490,Tunisia
2491,Australia
2492,Japan
2493,Saint Kitts And Nevis
2494,Malta
2495,Yugoslavia
2496,Guinea
2497,Malawi
2498,Malta
2499,Marshall Islands
2500,Kenya
2501,Bermuda
2502,Gibraltar
2503,Rwanda
2504,Tuvalu
2505,Uzbekistan
2506,Indonesia
2507,Latvia
2508,Pitcairn
2509,Algeria
2510,Congo
2511,Ireland
2512,Burundi
2513,Belgium
2514,Fiji
2515,Laos
2516,Mali
2517,Bolivia
2518,Germany
2519,Palau
2520,Nepal
2521,Micronesia
2522,Turkmenistan
2523,Sudan
2524,Croatia
2525,Tonga
2526,American Samoa
2527,Portugal
2528,French Polynesia
2529,Nicaragua
2530,India
2531,United States
2532,New Zealand
2533,Burundi
2534,Reunion
2535,Canada
2536,Iceland
2537,Bangladesh
